0,0,0,0,0,1,8,0,0,0,1,25
0,0,0,0,7,10,6,0,0,0,3,9
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,3,0,0,0,1,0,31
0,0,0,0,0,0,0,0,0,0,0,35
6,0,0,0,0,1,5,0,0,0,0,23
0,0,0,0,1,16,6,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,9,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
5,0,1,2,0,5,9,4,0,0,0,9
0,0,0,0,0,2,0,0,0,0,0,33
0,0,0,0,0,0,1,0,0,0,0,34
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,9,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,2,1,0,4,0,0,0,3,25
0,0,0,0,0,0,19,0,0,0,0,16
0,0,0,0,0,0,11,0,0,0,4,20
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,6,29
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,7,0,0,0,0,28
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
2,0,0,3,1,1,9,0,0,0,0,19
1,0,4,2,0,9,3,0,0,0,0,16
0,0,0,0,0,0,2,0,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,2,0,0,33
0,0,0,0,0,0,0,0,0,0,0,35
2,3,0,0,1,0,3,0,0,0,0,26
3,0,0,16,9,7,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,7,0,0,28
0,0,0,0,0,0,5,0,0,4,0,26
0,0,0,0,3,0,2,0,0,0,9,21
2,0,0,0,0,3,11,0,0,0,0,19
0,0,0,0,0,0,21,0,0,0,6,8
0,0,0,0,0,6,3,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,1,0,0,0,1,0,33
0,0,0,0,0,3,4,0,0,0,0,28
0,0,0,0,0,17,8,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,3,32
0,0,0,0,0,0,0,0,0,1,0,34
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,1,6,0,0,0,0,28
1,0,0,5,1,2,17,0,0,0,0,9
4,0,0,0,0,4,4,0,0,0,0,23
0,0,0,0,0,7,2,0,0,0,8,18
0,0,0,0,0,0,0,0,0,6,0,29
0,0,0,0,0,0,0,0,6,0,0,29
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,2,1,8,0,0,0,0,24
0,0,0,0,0,0,0,0,0,0,1,34
0,0,0,0,0,3,0,0,0,1,0,31
0,0,0,0,0,0,0,0,3,0,0,32
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,19,0,0,0,0,16
0,0,0,0,0,12,9,0,0,0,0,14
0,0,0,0,0,0,3,0,0,0,0,32
0,0,0,0,0,2,0,0,0,0,0,33
0,0,0,0,0,0,0,0,9,0,0,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,6,0,0,0,0,29
0,0,0,7,3,19,1,0,0,0,0,5
0,0,0,0,0,0,11,0,0,0,0,24
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,2,0,7,26
0,0,0,0,0,0,8,0,0,0,0,27
0,0,0,0,0,13,2,0,0,0,4,16
5,0,0,0,0,7,17,0,0,0,0,6
0,0,0,0,5,0,0,0,0,1,3,26
0,0,0,0,0,0,7,0,0,0,0,28
0,0,0,0,0,0,0,0,7,0,2,26
0,0,0,0,0,0,0,0,0,0,0,35
2,0,5,0,3,15,8,0,0,0,0,2
0,0,0,0,4,9,16,0,0,0,0,6
0,0,0,16,6,2,0,0,0,0,1,10
0,0,0,0,0,0,2,0,4,0,1,28
0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,35
4,0,1,6,0,5,10,0,4,1,1,3
0,0,0,0,0,13,7,0,0,0,1,14
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,4,0,0,31
0,0,0,0,0,0,0,0,0,0,0,35
2,0,7,2,11,2,2,1,0,0,8,0
0,0,0,0,0,0,3,0,0,0,5,27
0,0,0,0,0,0,18,0,0,0,0,17
0,0,0,0,0,0,0,0,2,1,0,32
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,3,4,15,0,0,6,4,3
0,0,0,0,0,5,11,0,0,0,6,13
0,0,0,0,0,0,5,0,2,0,0,28
0,0,0,0,0,0,0,0,6,2,1,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,6,0,6,0,0,23
0,0,0,0,1,7,4,0,0,0,1,22
0,0,0,0,0,0,15,0,0,4,2,14
0,0,0,0,0,0,0,0,1,9,0,25
0,0,0,0,0,0,0,0,0,3,0,32
2,0,0,0,0,14,8,1,9,0,0,1
0,0,0,2,9,10,7,0,0,0,2,5
0,0,0,0,0,0,1,0,0,0,0,34
0,0,0,0,0,0,0,0,8,0,0,27
0,0,0,0,0,0,0,0,0,3,0,32
0,0,0,0,1,0,2,0,10,0,0,22
0,0,0,0,0,8,5,0,0,0,0,22
0,0,0,0,0,0,8,0,6,3,0,18
0,0,0,0,0,1,6,0,0,2,0,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,2,3,0,30
0,0,0,0,0,14,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,0,31
0,0,0,0,0,0,0,0,0,5,0,30
0,0,0,0,0,0,0,0,6,5,0,24
0,0,0,0,0,5,4,0,0,0,1,25
0,0,5,0,0,0,7,0,0,2,0,21
2,0,0,0,0,0,5,0,1,0,0,27
0,0,0,0,0,4,13,0,0,0,0,18
0,0,0,0,0,0,1,0,0,0,0,34
2,0,0,0,0,0,1,0,4,0,0,28
6,0,0,0,1,4,1,0,0,0,5,18
0,0,0,0,0,0,0,0,0,0,0,35
4,0,0,0,4,0,0,0,0,0,0,27
5,0,0,0,7,12,2,0,7,0,2,0
0,0,0,0,0,0,4,0,0,2,0,29
0,0,0,0,1,0,3,0,0,0,3,28
0,0,0,3,1,0,2,0,2,0,3,24
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,2,0,0,0,3,30
1,0,1,4,0,3,6,0,0,0,0,20
0,0,0,0,0,0,0,0,0,1,0,34
0,0,0,0,3,12,6,0,0,0,3,11
4,0,0,4,3,10,8,0,0,0,6,0
0,0,0,0,0,0,0,0,0,3,0,32
4,0,0,0,0,1,7,0,0,0,0,23
0,0,0,2,1,5,3,0,6,3,4,11
0,0,0,0,0,0,0,0,0,8,0,27
0,0,0,0,0,2,2,0,0,5,0,26
0,0,0,0,0,9,0,0,0,3,0,23
0,0,0,0,0,0,0,0,0,3,0,32
0,0,0,0,0,0,11,0,0,1,0,23
0,0,0,0,3,6,11,0,0,0,0,15
0,0,0,0,0,0,0,0,0,5,0,30
0,3,0,0,0,5,8,0,0,0,0,19
3,0,0,10,1,2,17,0,0,0,2,0
0,0,0,0,8,0,0,0,1,1,0,25
0,0,0,0,0,4,1,0,0,14,1,15
3,0,0,1,5,8,1,0,8,0,0,9
0,0,0,0,0,0,0,0,0,1,0,34
0,0,0,0,0,15,2,0,0,0,0,18
0,0,0,0,0,0,0,0,0,8,0,27
0,0,0,0,0,0,0,0,8,2,1,24
0,0,0,0,0,3,9,0,0,0,0,17
0,0,0,0,0,0,5,0,0,0,0,30
0,0,0,0,0,0,0,0,2,1,0,32
0,0,0,0,0,0,0,0,0,4,0,31
0,0,0,0,0,0,0,0,6,0,1,28
0,0,0,0,0,18,2,0,0,1,0,14
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,9,0,26
0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,11,0,0,1,0,23
