0.066780,0.018121,1417.168945,5.798966,0.419868,2.806098,5.798966,0.402078,0.402256,0.020655,-0.184965,0.000000,0.168754,0.079644,1504.558228,6.761057,0.838450,3.811849,6.761057,0.699215,0.701424,0.041177,-0.370399,-0.081508,0.056417,0.099826,1212.354004,6.027020,0.372483,2.788629,6.027020,0.415258,0.423103,0.013832,-0.243761,0.000000,0.146340,0.188802,1309.098022,6.774295,0.763724,3.659722,6.774295,0.719003,0.734374,0.030808,-0.450567,-0.480463,0.093857,0.111003,928.760925,7.123110,0.520454,3.471897,7.123110,0.522291,0.530217,0.028197,-0.240991,0.000000,0.267951,0.199327,1019.711121,8.272358,1.062897,4.830404,8.272358,0.857343,0.877668,0.061770,-0.434297,-1.206847,0.047450,0.076389,1570.587769,4.800291,0.327170,2.315104,4.800291,0.376121,0.381426,0.011170,-0.228134,0.000000,0.123600,0.146593,1703.797119,5.687334,0.667407,3.267035,5.687334,0.656630,0.669722,0.024380,-0.428975,-0.058956
0.103681,0.000000,1561.737549,12.303369,0.301215,3.826967,12.303369,0.152838,0.152838,0.014186,-0.130553,0.000000,0.212258,0.170139,2184.626221,13.717730,0.599028,4.633680,13.717730,0.301752,0.302792,0.028206,-0.260149,-0.652064,0.106936,0.008970,2560.155762,12.203390,0.297309,3.824942,12.203390,0.155671,0.155671,0.013944,-0.138552,0.000000,0.221354,0.396123,2870.619385,13.368528,0.589277,4.565683,13.368528,0.299016,0.301320,0.028288,-0.262959,-0.699449,0.143286,0.014468,2218.873291,13.910479,0.343750,4.402778,13.910479,0.164649,0.164649,0.019431,-0.137398,0.000000,0.303223,0.489005,2551.996338,15.019072,0.682049,5.219329,15.019072,0.308932,0.311631,0.039980,-0.255223,-0.607713,0.071221,0.008681,2892.232422,9.665100,0.238715,3.051505,9.665100,0.147734,0.147734,0.009262,-0.133902,0.000000,0.148230,0.353009,3353.017090,10.500137,0.472940,3.631366,10.500137,0.284225,0.286306,0.018946,-0.253864,-0.742316
0.066243,0.021081,107.460770,1.344950,0.298053,1.099826,1.344950,0.237163,0.237163,0.015931,-0.133847,0.000000,0.137605,0.172743,4151.996094,6.383682,0.600816,3.161458,6.383682,0.465550,0.467437,0.034015,-0.249239,-1.024665,0.039427,0.020523,151.967697,0.976713,0.243025,0.835751,0.976713,0.225983,0.226956,0.009130,-0.148081,0.000000,0.083942,0.234189,1523.992676,4.790668,0.485728,2.431610,4.790668,0.443136,0.447308,0.019015,-0.285994,-2.809411,0.036762,0.020337,140.208694,0.990724,0.228745,0.847098,0.990724,0.217430,0.218649,0.009361,-0.136813,0.000000,0.078456,0.205791,2790.604004,4.834465,0.457982,2.427517,4.834465,0.426598,0.429826,0.019610,-0.261340,-6.127886,0.033975,0.028646,132.980225,0.914293,0.215476,0.799355,0.914293,0.217755,0.218643,0.007447,-0.148508,0.000000,0.071060,0.158296,3688.270508,4.990190,0.435792,2.452691,4.990190,0.431955,0.435039,0.016368,-0.280337,0.000000
0.008811,0.000000,8063.345215,1.718968,0.042969,0.540365,1.718968,0.034514,0.034514,0.001104,-0.032931,0.000000,0.017826,0.000000,15228.060547,1.957272,0.085938,0.616102,1.957272,0.067445,0.067445,0.002208,-0.065862,0.000000,0.009520,0.034180,12197.034180,1.641601,0.038466,0.520074,1.641601,0.031698,0.032822,0.001178,-0.031698,0.000000,0.019141,0.034180,26528.714844,1.826978,0.080349,0.581055,1.826978,0.063396,0.064520,0.002356,-0.063396,0.000000,0.009704,0.051758,18958.654297,1.973220,0.047871,0.629015,1.973220,0.051657,0.052780,0.001281,-0.047218,0.000000,0.019660,0.073568,38619.152344,2.699862,0.099158,0.842882,2.699862,0.101493,0.102616,0.002582,-0.092632,0.000000,0.006128,0.024414,3717.893799,1.228744,0.028917,0.389214,1.228744,0.024693,0.025483,0.000757,-0.024693,0.000000,0.012307,0.024414,6105.011230,1.296414,0.060276,0.415256,1.296414,0.049387,0.050176,0.001513,-0.049387,0.000000
0.000334,0.000000,8407.941406,0.507311,0.011936,0.152778,0.507311,0.018876,0.018876,0.000041,-0.018876,0.000000,0.000658,0.000000,20324.009766,1.083627,0.023872,0.318576,1.083627,0.037963,0.037963,0.000082,-0.037752,0.000000,0.000120,0.000000,23671.027344,0.311826,0.007595,0.095052,0.311826,0.014034,0.014034,0.000015,-0.014034,0.000000,0.000234,0.000217,44694.410156,0.635803,0.015082,0.188151,0.635803,0.028246,0.028246,0.000029,-0.028246,0.000000,0.003157,0.000000,9019.170898,1.569267,0.039062,0.483507,1.569267,0.043795,0.043795,0.000387,-0.043795,0.000000,0.006249,0.000651,12295.334961,3.428823,0.077799,1.015842,3.428823,0.088323,0.088323,0.000766,-0.088088,0.000000,0.000675,0.000000,5625.803223,0.760490,0.016927,0.224392,0.760490,0.024145,0.024145,0.000083,-0.024145,0.000000,0.001343,0.000217,14764.216797,1.584127,0.033746,0.460286,1.584127,0.048470,0.048470,0.000164,-0.048470,0.000000
0.003370,0.000000,4880.518066,1.910316,0.043837,0.572049,1.910316,0.050230,0.050230,0.000413,-0.050230,0.000000,0.006429,0.042535,10824.151367,3.575590,0.086823,1.043403,3.575590,0.103076,0.103076,0.000805,-0.099959,0.000000,0.003311,0.000000,6110.068359,1.865400,0.042318,0.555122,1.865400,0.048368,0.048368,0.000405,-0.048368,0.000000,0.006229,0.127604,13493.028320,3.449075,0.082083,1.016059,3.449075,0.099275,0.099991,0.000759,-0.095035,-0.887268,0.006078,0.000868,5229.469727,2.471178,0.061849,0.754774,2.471178,0.066242,0.066242,0.000742,-0.066242,0.000000,0.011661,0.128906,13699.215820,4.791193,0.121363,1.429253,4.791193,0.134861,0.135576,0.001422,-0.130362,-1.355181,0.001721,0.000868,10518.126953,1.317988,0.030599,0.396267,1.317988,0.040961,0.040961,0.000210,-0.040961,0.000000,0.003360,0.043403,26349.025391,2.370513,0.060781,0.703125,2.370513,0.082241,0.082241,0.000410,-0.080417,0.000000
0.005960,0.002131,3246.697754,1.025361,0.064197,0.363873,1.025361,0.077199,0.077199,0.001037,-0.063065,0.000000,0.011533,0.005997,11092.232422,3.502665,0.129381,1.131313,3.502665,0.151504,0.151504,0.002182,-0.123345,0.000000,0.003864,0.018387,3979.582764,0.861228,0.048193,0.314315,0.861228,0.069419,0.069939,0.000615,-0.061423,0.000000,0.007769,0.107481,15838.802734,2.964480,0.099013,0.965593,2.964480,0.135265,0.136262,0.001303,-0.116492,-0.074760,0.009076,0.024384,2363.000732,1.330139,0.076602,0.482718,1.330139,0.093064,0.093456,0.001428,-0.081342,0.000000,0.018425,0.136206,14484.749023,4.642644,0.156626,1.505840,4.642644,0.181231,0.182210,0.003071,-0.152456,-0.088019,0.004452,0.018071,3646.469971,0.835343,0.049061,0.302794,0.835343,0.067191,0.067468,0.000675,-0.060262,0.000000,0.008616,0.101168,13842.508789,2.883466,0.101177,0.945076,2.883466,0.133307,0.134074,0.001497,-0.113018,-0.086149
0.000311,0.000000,1974.576660,0.167478,0.011632,0.080903,0.167478,0.019425,0.019425,0.000056,-0.017014,0.000000,0.000757,0.000000,8464.766602,0.700365,0.023264,0.236458,0.700365,0.036641,0.036641,0.000113,-0.034027,0.000000,0.000212,0.003819,2475.322510,0.131207,0.007674,0.065972,0.131207,0.016550,0.016550,0.000029,-0.015720,0.000000,0.000534,0.004167,12958.246094,0.549011,0.016875,0.189583,0.549011,0.031212,0.031212,0.000069,-0.030194,0.000000,0.000532,0.004688,1630.586426,0.205106,0.012795,0.102951,0.205106,0.024207,0.024207,0.000070,-0.023048,0.000000,0.001272,0.005035,14252.450195,0.892780,0.027552,0.303993,0.892780,0.045504,0.045504,0.000163,-0.044030,0.000000,0.000153,0.002951,2024.396240,0.102753,0.005503,0.051910,0.102753,0.011680,0.011680,0.000018,-0.011576,0.000000,0.000331,0.003125,9618.628906,0.432227,0.012187,0.146528,0.432227,0.022776,0.022776,0.000040,-0.022673,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003025,0.006655,15105.826172,2.384030,0.049797,0.697049,2.384030,0.071045,0.071045,0.000412,-0.066419,0.000000,0.005466,0.010995,17918.046875,2.769154,0.099711,0.959491,2.769154,0.145620,0.146138,0.000816,-0.132889,0.000000,0.000027,0.000000,23791.748047,0.158848,0.003472,0.046875,0.158848,0.007298,0.007298,0.000003,-0.007298,0.000000,0.000054,0.000000,27818.667969,0.185756,0.006944,0.065972,0.185756,0.014595,0.014595,0.000007,-0.014595,0.000000
0.000034,0.000000,713.142883,0.016490,0.002604,0.012153,0.016490,0.004955,0.004955,0.000004,-0.004955,0.000000,0.000068,0.000000,5067.174805,0.109366,0.005208,0.041667,0.109366,0.009911,0.009911,0.000008,-0.009911,0.000000,0.000014,0.000000,1298.285889,0.008680,0.001736,0.006944,0.008680,0.003649,0.003649,0.000002,-0.003649,0.000000,0.000027,0.000000,8838.095703,0.059025,0.003472,0.024306,0.059025,0.007298,0.007298,0.000003,-0.007298,0.000000,0.000041,0.000000,842.158813,0.017358,0.003472,0.013889,0.017358,0.006780,0.006780,0.000005,-0.006780,0.000000,0.000081,0.000000,11566.730469,0.152767,0.006944,0.055556,0.152767,0.013559,0.013559,0.000010,-0.013559,0.000000,0.000027,0.000000,584.127014,0.015622,0.001736,0.010417,0.015622,0.003131,0.003131,0.000003,-0.003131,0.000000,0.000054,0.000000,3768.889160,0.100686,0.003472,0.034722,0.100686,0.006262,0.006262,0.000007,-0.006262,0.000000
